 0, 615.56177,-3.2527859,-5.0874727, 1.8346868,-5.9399902,0.85251747, 9815.2637  0.023666562, 1.0188213
 7250000, 420.65934,-4.9166459,-6.1704245, 1.2537786,-6.8556794,0.68525491, 8805.2491,0.14320445, 1.1356862
 7260000, 417.22145,-4.9669785,-6.2105104, 1.2435319,-6.8754032,0.66489287, 8843.7271  0.005056159,  1.130745
 7270000, 417.19821,-4.9784909,-6.2219535, 1.2434626,-6.8902269, 0.6682734, 8815.7196,0.11046738, 1.1343374
 7280000, 420.63501,-4.9833287,-6.2370348,  1.253706,-6.9078172,0.67078245, 8789.3874,0.11105843, 1.1377357
 7290000, 418.77771,-4.9816257,-6.2297961, 1.2481704,-6.9040644,0.67426833, 8753.1055,0.17367094, 1.1424517
 7300000, 418.71689,-4.9814976,-6.2294867, 1.2479891,-6.8970448,0.66755807, 8774.8193  0.080375152, 1.1396246
 7310000, 422.12305,-5.0252044,-6.2833456, 1.2581412,-6.9443964,0.66105082, 8741.4133  0.099518691, 1.1439798
 7320000, 418.86847,-5.0748678,-6.3233087, 1.2484409,-6.9885182,0.66520955, 8698.9597, 0.1948915, 1.1495627
 7330000, 420.45194,-5.0517575,-6.3049179, 1.2531604,-6.9768889,0.67197095, 8700.6054,0.05339429, 1.1493453
 7340000, 425.91432, -5.068557, -6.337998, 1.2694411,-7.0056122,0.66761422, 8684.7587,0.11926129, 1.1514425
 7350000, 416.87093,-5.1402235,-6.3827106, 1.2424872,-7.0597335, 0.6770229, 8613.0431,0.13434119, 1.1610298
 7360000,  415.8312,-5.1402681,-6.3796564, 1.2393883,-7.0624576,0.68280124, 8567.3154,0.21195208, 1.1672268
 7370000, 420.38285,-5.1428737,-6.3958282, 1.2529545, -7.071259,0.67543079, 8595.2034,0.15619842, 1.1634396
 7380000, 415.56686,-5.2109237, -6.449524, 1.2386004,-7.1334613,0.68393726, 8546.0162,0.11238364, 1.1701359
 7390000, 417.39762,-5.2095966,-6.4536536,  1.244057,-7.1479025,0.69424888, 8474.7718,0.18840615, 1.1799728
 7400000, 413.43556,-5.2570456,-6.4892936,  1.232248, -7.171337, 0.6820434, 8504.4602,0.17255253, 1.1758536
 7410000, 420.57844,-5.2520762,-6.5056137, 1.2535374,-7.1795581, 0.6739444, 8459.2073,0.13638596, 1.1821439
 7420000, 421.65656,-5.2358518,-6.4926026, 1.2567508,-7.1702035,0.67760088, 8493.1939,0.12399635, 1.1774134
 7430000, 407.07403,-5.3345355,-6.5478229, 1.2132874,-7.2406577,0.69283484, 8477.8634 -0.073793556, 1.1795425
 7440000, 412.61513,-5.3225075,-6.5523103, 1.2298027,-7.2327903,0.68048, 8448.9161,0.15824083, 1.1835838
 7450000, 417.10399, -5.304041,-6.5472228, 1.2431818,-7.2432762,0.69605338, 8421.7917, 0.1096306, 1.1873958
 7460000, 421.55768,-5.3073778,-6.5638339, 1.2564561,-7.2686079,0.70477404, 8388.7936, 0.1472999, 1.1920665
 7470000, 411.23349,-5.3543211,-6.5800059, 1.2256847,-7.2718308,0.69182488, 8377.7998,0.11442529, 1.1936308
 7480000, 411.12971,-5.3559077,-6.5812831, 1.2253754,-7.2761987,0.69491561, 8363.2151,0.18964443, 1.1957124
 7490000, 420.31731,-5.3445577,-6.5973168, 1.2527591,-7.3085491,0.71123228, 8355.9815,0.11970638, 1.1967475
 7500000, 411.57416,-5.3742017,-6.6009018, 1.2267001,-7.3255317,0.72462993, 8336.6557 0.0013211156, 1.1995218
 7510000, 409.68071,-5.3808532,-6.6019099, 1.2210567,-7.3197211,0.71781123, 8335.4079  0.081532142, 1.1997013
 7520000, 413.12366,-5.4032291,-6.6345475, 1.2313184,-7.3248537,0.69030619, 8365.3378, 0.1026163,  1.195409
 7530000, 413.93573,-5.4051047,-6.6388435, 1.2337388, -7.337923, 0.6990795, 8304.0886,0.16606511, 1.2042261
 7540000, 413.73002,-5.4125697,-6.6456954, 1.2331257,-7.3512994,0.70560401, 8335.3749,0.00551317, 1.1997061
 7550000, 418.25154,-5.3807102,-6.6273123, 1.2466021,-7.3264501,0.69913781, 8345.5907  0.074829594, 1.1982375
 7560000, 413.60377,-5.4385863,-6.6713356, 1.2327494,-7.3575892,0.68625361,  8304.696,0.16654538,  1.204138
 7570000,411.073,-5.4548712,-6.6800776, 1.2252064,-7.3823007,0.70222307,  8284.787,0.11434774, 1.2070316
 7580000, 415.42269,-5.4129911,-6.6511618, 1.2381707,-7.3525854,0.70142357, 8297.4128,0.16688714, 1.2051949
 7590000, 413.34272, -5.426018,-6.6579893, 1.2319713,-7.3642277,0.70623836, 8257.3061,0.15915386, 1.2110487
 7600000, 407.01128,-5.4500054,-6.6631058, 1.2131004,-7.3564801,0.69337433, 8321.1804,0.11248019, 1.2017526
 7610000, 413.30323,-5.4543396,-6.6861932, 1.2318536,-7.3865215,0.70032831, 8282.6786,0.12202254, 1.2073389
 7620000, 412.10436,-5.4613732,-6.6896536, 1.2282804,-7.4064566,0.71680297, 8286.3406  0.076258731, 1.2068053
 7630000, 409.45936,-5.4868902,-6.7072871, 1.2203969,-7.4057663,0.69847922, 8270.7506,0.15852353, 1.2090801
 7640000, 406.49106,-5.4900525,-6.7016024, 1.2115499,-7.4265533,0.72495088, 8243.4132,0.12727943, 1.2130897
 7650000, 412.16606,-5.4609867, -6.689451, 1.2284643,-7.3962011,0.70675005, 8269.5457  0.097707457, 1.2092563
 7660000, 415.91748,-5.4679333,-6.7075787, 1.2396454,-7.4058426,0.69826397, 8206.4236,0.22975377, 1.2185576
 7670000, 413.98832,-5.4782653,-6.7121609, 1.2338955,-7.4265577,0.71439683,8210.23, 0.1827186, 1.2179927
 7680000, 412.06873,-5.4777877,-6.7059619, 1.2281742,-7.4004935,0.69453159, 8235.7848,0.17814549, 1.2142134
 7690000,  411.0882,-5.5420853, -6.767337, 1.2252517,-7.4707377,0.70340077,  8183.715,0.17890048, 1.2219389
 7700000, 412.05894,-5.5200698,-6.7482148,  1.228145,-7.4258107,0.67759586, 8243.6941,0.12176406, 1.2130484
 7710000, 414.04267,-5.5234093,-6.7574668, 1.2340575,-7.4416317,0.68416489, 8200.4337,0.23018421, 1.2194477
 7720000, 410.48167,-5.5155256,-6.7389695, 1.2234439,-7.4492775,0.71030802, 8207.3254  0.088200097, 1.2184237
 7730000, 407.67711, -5.546614,-6.7616989, 1.2150849,-7.4680595,0.70636058,  8204.729, 0.1168388, 1.2188093
 7740000, 409.37881,-5.5585733,-6.7787301, 1.2201568,-7.4756213,0.69689114,  8205.219,0.13363891, 1.2187365
 7750000, 408.64148,-5.5589742,-6.7769334, 1.2179592,-7.4695696,0.69263626, 8241.3551  0.021620524, 1.2133927
 7760000, 405.37088,-5.5674348,-6.7756459, 1.2082112,-7.4723204,0.69667444,  8182.954,0.14627796, 1.2220526
 7770000, 403.14851,-5.5724244,-6.7740118, 1.2015874,-7.4791395,0.70512769, 8179.7707  0.086532595, 1.2225282
 7780000, 411.59816,-5.5628723, -6.789644, 1.2267716,-7.4746043,0.68496031, 8207.4919,0.15361417,  1.218399
 7790000, 406.99512,-5.5823514,-6.7954036, 1.2130522,-7.4955049,0.70010125, 8182.5497,0.11938207,  1.222113
 7800000, 405.61596,-5.5859932,-6.7949348, 1.2089416,-7.4909503,0.69601547, 8155.6915,0.12393084, 1.2261376
 7810000, 411.39419,-5.5551604,-6.7813241, 1.2261637,-7.4972438, 0.7159197, 8171.6071,0.10361549, 1.2237495
 7820000, 407.40524,-5.5830336,-6.7973082, 1.2142746,-7.4899229,0.69261472, 8176.4303,0.16805683, 1.2230276
 7830000, 405.64585, -5.609508,-6.8185388, 1.2090307,-7.4934973,0.67495855, 8161.5885,0.14294008, 1.2252517
 7840000, 409.43159,-5.5828985,-6.8032127, 1.2203142, -7.495014,0.69180132, 8185.1985,0.10745713, 1.2217175
 7850000, 402.04763,-5.5845242,-6.7828304, 1.1983062,-7.5047924,0.72196205, 8230.1616 -0.090238108,  1.215043
 7860000, 401.18927,-5.6299719,-6.8257197, 1.1957479, -7.524241,0.69852128,  8142.083,0.10553912, 1.2281869
 7870000, 403.62348,-5.6183284,-6.8213314, 1.2030031,-7.5307647,0.70943327, 8152.4962,0.11525345, 1.2266182
 7880000, 408.74476,-5.6100157,-6.8282827, 1.2182671,-7.5255198,0.69723703, 8163.7234  0.073587911, 1.2249313
 7890000, 409.01271,-5.5972746,-6.8163403, 1.2190657,-7.5064105,0.69007028, 8168.8307  0.099259913, 1.2241654
 7900000,404.974, -5.623866,-6.8308943, 1.2070283,-7.5223659,0.69147158, 8117.3093, 0.2457938, 1.2319353
 7910000, 404.86772,-5.6296036,-6.8363151, 1.2067115,-7.5307711,0.69445602, 8144.0511  0.062566427, 1.2278901
 7920000, 403.77507,-5.6330427,-6.8364976, 1.2034549,-7.5204332,0.68393562, 8151.5119  0.055275476, 1.2267663
 7930000, 405.13706,-5.6483678,-6.8558821, 1.2075143,-7.5479823,0.69210023, 8095.3334,0.16509752, 1.2352796
 7940000,  399.7989,-5.6628982, -6.854502, 1.1916038,-7.5445527,0.69005063, 8138.7271  0.071870839, 1.2286934
 7950000, 404.26075,-5.6482602,-6.8531626, 1.2049024,-7.5523617,0.69919902, 8113.4941  0.093176772, 1.2325146
 7960000, 406.40855,-5.6378959,-6.8491999,  1.211304,-7.5357209,0.68652106, 8120.0549  0.062977013, 1.2315188
 7970000, 406.84415,-5.6398655,-6.8524678, 1.2126023,-7.5549965,0.70252866, 8082.8273,0.13790263, 1.2371908
 7980000, 403.82056,-5.6597469,-6.8633373, 1.2035904,-7.5479975,0.68466016, 8128.2128, 0.1144629, 1.2302827
 7990000, 402.79916,-5.6467427,-6.8472888, 1.2005462,-7.5503492,0.70306033, 8093.3327,0.11289874, 1.2355849
 8000000, 400.72006,-5.6627111,-6.8570605, 1.1943494,-7.5598729,0.70281241, 8105.6764  0.099330372, 1.2337033
 8010000, 406.59955,-5.6501317,-6.8620049, 1.2118732,-7.5598161,0.69781118, 8084.5795,0.20289705, 1.2369227
 8020000, 402.45863, -5.665283,-6.8648142, 1.1995312,-7.5700804,0.70526617, 8093.1051,0.11060451, 1.2356197
 8030000, 403.46911,-5.6491198,-6.8516628, 1.2025429,-7.5323634,0.68070068, 8115.3144,0.12162388, 1.2322381
 8040000, 402.98504,-5.6625052,-6.8636053, 1.2011002, -7.555804,0.69219861, 8129.9289  0.066786069, 1.2300231
 8050000, 397.33189, -5.677898,-6.8621489, 1.1842509,-7.5749315,0.71278265, 8090.8441  0.081638774,  1.235965
 8060000, 403.09158,-5.6456766,-6.8470943, 1.2014177,-7.5595778,0.71248352, 8074.9982,0.12773191, 1.2383904
 8070000, 408.33205,-5.6641275,-6.8811645,  1.217037,-7.5630935,0.68192902, 8075.5755, 0.1447079, 1.2383018
 8080000, 405.97868,-5.6639239,-6.8739467, 1.2100227,-7.5802459,0.70629924, 8094.4626  0.058325354, 1.2354125
 8090000, 401.05647,-5.6726377,-6.8679898,  1.195352,-7.5565209,0.68853112, 8119.7314  0.091697335, 1.2315678
 8100000, 400.84915,-5.6692352,-6.8639693, 1.1947341,-7.5758584,0.71188907, 8046.7577  0.096114463, 1.2427366
 8110000, 402.05982,-5.7158445,-6.9141871, 1.1983425,-7.6113303,0.69714322, 8033.8499,0.16222885, 1.2447332
 8120000, 397.62621,-5.7195293,-6.9046574, 1.1851281,-7.5899419,0.68528445, 8044.7121,0.15691931, 1.2430526
 8130000, 395.68938,-5.7112363,-6.8905917, 1.1793554, -7.585661,0.69506933, 8057.2286  0.083049855, 1.2411216
 8140000, 395.99517,-5.7097305,-6.8899973, 1.1802668,-7.5907116,0.70071437, 8076.5083,0.11860861, 1.2381588
 8150000, 400.93694,-5.7176538,-6.9126496, 1.1949958,-7.6076288,0.69497914, 8054.0224,0.10636487, 1.2416156
 8160000, 393.99392, -5.716674,-6.8909761, 1.1743021,-7.5757325, 0.6847564, 8098.2527 0.00047957569, 1.2348343
 8170000, 397.21643,-5.7354499,-6.9193567, 1.1839068,-7.6145468,0.69519009, 8058.1477  0.098124737,1.24098
 8180000, 396.89937,-5.7288511,-6.9118129, 1.1829618,-7.6083932, 0.6965803, 8042.3888  0.091282036, 1.2434117
 8190000,  395.5091,-5.7343864,-6.9132044, 1.1788181,-7.6204061,0.70720165, 8057.3262  0.057188709, 1.2411065
 8200000, 401.41781,-5.7316846,-6.9281136,  1.196429,-7.6222419,0.69412828, 8040.2301,0.19578005, 1.2437455
 8210000, 397.56669,-5.7346705,-6.9196213, 1.1849507,-7.6054864,0.68586519, 8083.4544 -0.033358491, 1.2370949
 8220000, 399.00964,-5.7360461,-6.9252976, 1.1892514,-7.6124626,0.68716504, 8062.3811  0.097961632, 1.2403284
 8230000, 396.20364,-5.7531649, -6.934053, 1.1808881,-7.6306614,0.69660834, 8030.9828, 0.1704421, 1.2451776
 8240000, 393.04444,-5.7313982,-6.9028703, 1.1714721,-7.6170812,0.71421097, 8061.2768  0.041824841, 1.2404983
 8250000, 395.22903,-5.7554233,-6.9334066, 1.1779833,-7.6080371,0.67463056,  8030.333,0.19658853, 1.2452784
 8260000, 398.37269,-5.7601635,-6.9475165,  1.187353,-7.6355365,0.68801998, 8018.7498,0.14204762, 1.2470772
 8270000, 393.81485,-5.7898244,-6.9635927, 1.1737683,-7.6472832,0.68369051, 8043.8752  0.028572337, 1.2431819
 8280000, 389.64016,-5.7475726,-6.9088982, 1.1613256,-7.6013034,0.69240523,  8069.453  0.052088289, 1.2392414
 8290000, 397.76456,-5.7493285, -6.934869, 1.1855405,-7.6347546,0.69988555, 8017.2285,0.14862693, 1.2473138
 8300000, 395.41274,-5.7662742, -6.944805, 1.1785309,-7.6397602,0.69495517, 8014.9569,0.11648175, 1.2476673
 8310000, 397.06774,-5.7554987,-6.9389623, 1.1834636,-7.6344086,0.69544626, 8013.4035,0.26042464, 1.2479092
 8320000,  392.6857,-5.7685223,-6.9389252, 1.1704029,-7.6280174,0.68909224,8011.61,0.12023445, 1.2481886
 8330000, 397.05232,-5.7470895,-6.9305071, 1.1834177, -7.618192,0.68768483, 8090.5073  0.031029867, 1.2360164
 8340000,  396.1554,-5.7480449,-6.9287893, 1.1807444,-7.6187979,0.69000866, 8072.2947 0.0090635419, 1.2388051
 8350000, 388.90114,-5.8027283,-6.9618513,  1.159123,-7.6409705,0.67911926, 8024.8166,0.11092076, 1.2461344
 8360000, 391.07596,-5.7930726,-6.9586776, 1.1656051,-7.6487026,0.69002502, 8015.7268  0.052955619, 1.2475475
 8370000, 390.81958,-5.7733345,-6.9381754, 1.1648409,  -7.61813,0.67995456, 8061.2977,0.11309411, 1.2404951
 8380000, 396.65047,-5.7545718,-6.9367917, 1.1822199,-7.6398833,0.70309156, 8032.0976,0.13498059, 1.2450048
 8390000, 395.58664,-5.7732533,-6.9523025, 1.1790492,-7.6229113, 0.6706088, 8053.2919,0.12157377, 1.2417282
 8400000, 388.31343,-5.8073278,-6.9646991, 1.1573713,-7.6348008,0.67010167, 8025.3024,0.14298393,  1.246059
 8410000, 392.51696,-5.7915174,-6.9614174, 1.1699,-7.6518369, 0.6904195, 8038.6543  0.086872309, 1.2439893
 8420000, 395.86495,-5.7743546,-6.9542333, 1.1798787,-7.6408547,0.68662138, 8039.7339,0.10131079, 1.2438223
 8430000, 397.97949,-5.7583007,-6.9444818, 1.1861811,-7.6328916,0.68840986,8047.46  0.011662847, 1.2426281
 8440000, 390.69607,-5.7925986,-6.9570714, 1.1644728,-7.6373029, 0.6802315,  8015.922  0.090013167, 1.2475171
 8450000, 390.89875,-5.7885907,-6.9536676, 1.1650769,-7.6389166,0.68524903, 8036.5652  0.075077512, 1.2443127
 8460000, 388.21385, -5.806999,-6.9640735, 1.1570745, -7.641066,0.67699248, 7996.8122,0.18631332, 1.2504983
 8470000, 392.02632,-5.7735726,-6.9420102, 1.1684376,-7.6405228,0.69851258, 8049.6593  0.052892266, 1.2422886
 8480000, 393.53471,-5.7894671,-6.9624005, 1.1729334, -7.635835,0.67343449, 8027.7257,0.18279346, 1.2456828
 8490000, 387.20147,-5.8097783,-6.9638354, 1.1540571,-7.6271469,0.66331143, 8046.4459,0.15069895, 1.2427847
 8500000, 391.49322,-5.7967611,-6.9636098, 1.1668487,-7.6557031,0.69209334, 8038.0405  0.091793064, 1.2440843
 8510000, 392.79141,-5.7786927,-6.9494106,  1.170718,-7.6435658,0.69415516, 8079.8645 -0.0083320466, 1.2376445
 8520000, 386.23026,-5.8200386, -6.971201, 1.1511624,-7.6429996,0.67179859, 8033.1759,0.09382204, 1.2448377
 8530000, 392.92149,-5.7837375,-6.9548432, 1.1711057,-7.6352432,0.68040001,  8014.376,0.15990876, 1.2477578
 8540000, 389.18579,-5.8040626, -6.964034, 1.1599714,-7.6482656,0.68423156, 8036.3892,0.11136698, 1.2443399
 8550000, 390.72903,-5.7828181,-6.9473891,  1.164571, -7.630919,0.68352989, 8015.9392,0.16649157, 1.2475145
 8560000, 389.10582,-5.8027129,-6.9624459,  1.159733,-7.6409732,0.67852723, 8046.5266  0.074453026, 1.2427723
 8570000, 386.37769,-5.8285468,-6.9801486, 1.1516018,-7.6585311,0.67838247, 8012.2223,0.13972763, 1.2480932
 8580000, 393.33445,-5.8031792,-6.9755157, 1.1723365,-7.6662883, 0.6907726, 8059.6241 -0.032787292, 1.2407526
 8590000, 386.79973,-5.8156651,-6.9685248, 1.1528597,-7.6585426,0.69001772, 8002.3833,0.09402739, 1.2496277
 8600000, 388.88224,-5.8274772,-6.9865438, 1.1590666,-7.6527173,0.66617343, 8008.9121  0.074121341,  1.248609
 8610000, 389.29362,-5.8119544,-6.9722472, 1.1602928,-7.6394204,0.66717321, 8032.0563,0.10344579, 1.2450112
 8620000, 383.27083,-5.8471691,-6.9895109, 1.1423418,-7.6625949,0.67308404, 8033.9569,0.04595862, 1.2447167
 8630000, 382.56006, -5.846219,-6.9864424, 1.1402234,-7.6543059,0.66786355, 8015.1087,0.07811237, 1.2476437
 8640000, 387.14925,-5.8356423,-6.9895438, 1.1539015,-7.6642725, 0.6747287, 7998.7453,0.14798532, 1.2501961
 8650000, 392.58824,-5.8241178,-6.9942302, 1.1701124,-7.6458134,0.65158315, 8042.6383,0.15378054, 1.2433731
 8660000, 386.33714,-5.8346454,-6.9861264,  1.151481,-7.6499364,0.66381003, 8026.7334,0.11855896, 1.2458368
 8670000, 384.31357,-5.8297031,-6.9751528, 1.1454497,-7.6641907, 0.6890379,  8007.439  0.091719053, 1.2488387
 8680000, 386.47532,-5.8376482, -6.989541, 1.1518928,-7.6688225,0.67928154, 8010.9381,0.13976467, 1.2482933
 8690000,  381.4547,-5.8615052, -6.998434, 1.1369288,-7.6722072,0.67377321, 8006.3054  0.066934516, 1.2490156
 8700000, 388.45752,-5.8098103,-6.9676111, 1.1578008,-7.6654337,0.69782265, 8005.7083  0.070915617, 1.2491087
 8710000, 388.00221,-5.8385487,-6.9949924, 1.1564437,-7.6597423,0.66474993,  8003.555,0.13507766, 1.2494448
 8720000, 383.86107,-5.8520077,-6.9961087,  1.144101,-7.6772486,0.68113988, 8033.3737  0.031626679,  1.244807
 8730000, 381.50171,-5.8523088,-6.9893777, 1.1370689,-7.6709268,0.68154906, 8043.0709  0.034977104, 1.2433062
 8740000, 385.53125,-5.8562573,-7.0053363,  1.149079,-7.6790926,0.67375636, 7966.7973,0.16414787, 1.2552095
 8750000, 390.63888,-5.8353395,-6.9996418, 1.1643023,-7.6557279,0.65608615, 8015.4352,0.24973545, 1.2475929
 8760000, 386.36934,-5.8575921, -7.009169, 1.1515769,-7.6709579,0.66178881, 8037.7197  0.096814742,  1.244134
 8770000, 382.59283,-5.8567562,-6.9970772,  1.140321,-7.6460998,0.64902259,8042.57, 0.1140663, 1.2433837
 8780000, 383.64191,-5.8343017,-6.9777495, 1.1434478,-7.6622114,0.68446189, 7996.4889,0.13804147, 1.2505489
 8790000, 387.75189,-5.8547435,-7.0104411, 1.1556976,-7.6764283,0.66598714, 7980.0457,0.19442941, 1.2531257
 8800000, 378.46284,-5.9029636,-7.0309751, 1.1280116,-7.6832681,0.65229291, 7988.9659  0.092711545, 1.2517265
 8810000, 384.44764,-5.8745767, -7.020426, 1.1458493,-7.6729918,0.65256583, 8004.0923,0.15556513, 1.2493609
 8820000, 381.32263,-5.8477188, -6.984254, 1.1365352,-7.6534226,0.66916864, 8058.2313 -0.011067632, 1.2409671
 8830000, 384.02638,-5.8716762,  -7.01627, 1.1445937,-7.6944765,0.67820656, 8007.4822,0.13368587,  1.248832
 8840000, 383.12282,-5.8563812,-6.9982818, 1.1419007,-7.6587371,0.66045528, 8025.2227  0.092474296, 1.2460713
 8850000, 381.56282,-5.8746117,-7.0118628, 1.1372511,-7.6703584,0.65849562, 8019.1731  0.093085698, 1.2470114
 8860000, 378.60122,-5.8876179,-7.0160419,  1.128424,-7.6812615,0.66521959, 8018.3737  0.043325638, 1.2471357
 8870000, 383.26854,-5.8734574,-7.0157924,  1.142335,-7.6864482,0.67065578, 7987.8685,0.13028984, 1.2518984
 8880000, 377.60801,-5.8897556,-7.0152194, 1.1254637, -7.687028,0.67180865, 7986.5128, 0.1207931, 1.2521109
 8890000,  380.8243,-5.8933259,-7.0283758, 1.1350499, -7.697309,0.66893321, 8023.9012 -0.022278324, 1.2462766
 8900000, 380.22043,-5.8839451,-7.0171952, 1.1332501,-7.6762752,0.65908004, 8044.2872  0.035227457, 1.2431182
 8910000, 376.49247,-5.8921956,-7.0143344, 1.1221388,-7.6803363,0.66600189,  8010.959,0.12458701,1.24829
 8920000, 381.29347,-5.8806084,-7.0170566, 1.1364483,-7.6905086,0.67345202, 8012.7079  0.021193443, 1.2480175
 8930000, 383.00596, -5.876484,-7.0180364, 1.1415523,-7.6901188,0.67208239, 8012.7472  0.079714108, 1.2480114
 8940000, 378.74459,-5.8963013,-7.0251527, 1.1288513,-7.7074943,0.68234165, 8012.7088  0.029573168, 1.2480174
 8950000, 385.79169,-5.8806737, -7.030529, 1.1498553,-7.6774718,0.64694289, 8012.3079,0.14157072, 1.2480798
 8960000,  374.8861,-5.9160108,-7.0333618, 1.1173511,-7.7034867,0.67012485, 7986.7514,0.07663722, 1.2520735
 8970000, 375.98465,-5.9103144,-7.0309397, 1.1206253,-7.6955462,0.66460653, 7977.7231,0.14723524, 1.2534905
 8980000, 378.94718,-5.9059,-7.0353552, 1.1294551, -7.696782,0.66142686, 7989.4597,0.13142146, 1.2516491
 8990000, 375.30958,-5.9203149,-7.0389281, 1.1186132,-7.7075279,0.66859978, 8004.9633,0.07790376,  1.249225
 9000000, 374.55588,-5.8973338,-7.0137006, 1.1163668,-7.6817318,0.66803118, 8004.4381  0.093373696, 1.2493069
 9010000, 374.12766,-5.9287328,-7.0438233, 1.1150905,-7.7012037,0.65738043, 7975.1211,0.20906401, 1.2538994
 9020000, 376.85148,-5.9041883,-7.0273971, 1.1232089,-7.6902379,0.66284071, 8039.9376  0.065336462, 1.2437907
 9030000, 378.39217,-5.8889884,-7.0167893, 1.1278009,-7.6777637,0.66097443, 8006.4497  0.093268104, 1.2489931
 9040000, 377.23612,-5.9056219,-7.0299772, 1.1243553,-7.6917501,0.66177284, 7983.9318  0.086646227, 1.2525157
 9050000, 379.05982,-5.9044395,-7.0342303, 1.1297908, -7.698093,0.66386271, 7990.6076,0.10231709, 1.2514693
 9060000,  380.2015,-5.8992635,-7.0324571, 1.1331937,-7.7026299,0.67017281, 7970.8515,0.17673559, 1.2545711
 9070000, 373.81427,-5.9229624,-7.0371188, 1.1141565, -7.710733,0.67361414, 8015.7567,0.01393376, 1.2475429
 9080000,  377.3627,-5.9323484,-7.0570809, 1.1247326,-7.7187944,0.66171345, 7979.5003,0.09687977, 1.2532113
 9090000, 378.13758,-5.9401306,-7.0671727, 1.1270421,-7.7210866,0.65391392, 7968.0075,0.17686274, 1.2550189
 9100000, 368.67163,-5.9358751,-7.0347038, 1.0988288,-7.6980124,0.66330854, 7991.6752  0.045324528, 1.2513021
 9110000, 373.55343,-5.9434059,-7.0567849,  1.113379,-7.7057498, 0.6489649, 8020.8182,0.00303341, 1.2467556
 9120000,  376.3365,-5.9360058,-7.0576798,  1.121674,-7.7130715,0.65539171, 7989.4261,0.10884687, 1.2516544
 9130000, 374.02491,-5.9316604,-7.0464446, 1.1147843, -7.692129,0.64568439, 8002.5797  0.090942469, 1.2495971
 9140000, 373.11667,-5.9672349,-7.0793121, 1.1120772,-7.7208099,0.64149783,  7989.109  0.051205354,  1.251704
 9150000, 377.74435,-5.9443239, -7.070194, 1.1258701,-7.7125345,0.64234042, 7972.5136,0.09181617, 1.2543096
 9160000, 370.52622,-5.9609372,-7.0652936, 1.1043564,-7.7142021,0.64890853, 8013.0672  0.049552913, 1.2479616
 9170000, 374.80486,-5.9271162,-7.0442252, 1.1171089,-7.7272635,0.68303835, 8005.7674  0.041840897, 1.2490995
 9180000, 378.51888,-5.9333507,-7.0615293, 1.1281786,-7.7087722,0.64724293, 7981.1936,0.11620015, 1.2529454
 9190000, 376.01769,-5.9299389,-7.0506627, 1.1207238,-7.7052696,0.65460689, 7991.0709  0.070611702, 1.2513967
 9200000, 377.49755,-5.9270761,-7.0522106, 1.1251345,-7.7083989,0.65618839, 8008.6729 -0.0025100295, 1.2486463
 9210000,  374.3724,-5.9371509,-7.0529708, 1.1158199,-7.7191162,0.66614539, 7996.0696,0.11760833, 1.2506144
 9220000, 369.27833,-5.9685585,-7.0691955,  1.100637, -7.703548,0.63435253, 7995.6938,0.11878649, 1.2506732
