 0, 615.56177,-3.2527859,-5.0874727, 1.8346868,-5.9399902,0.85251747, 9815.2637  0.023666562, 1.0188213
 9560000, 366.49864, -6.007696,-7.1000482, 1.0923522,-7.7417344,0.64168623, 7953.0161,0.13966474, 1.2573846
 9570000, 366.13676,-5.9992405, -7.090514, 1.0912736,-7.7464069,0.65589286, 7916.0453,0.20829824,  1.263257
 9580000, 368.70235,-6.0085762,-7.1074966, 1.0989203,-7.7441857,0.63668911,  7996.976,0.10810478, 1.2504727
 9590000, 368.84418,-6.0068445,-7.1061876, 1.0993431, -7.741372,0.63518441, 7947.7205, 0.2013555, 1.2582224
 9600000, 358.46581,-6.0528466,-7.1212569, 1.0684102,-7.7454422,0.62418533, 7977.2013  0.056751965, 1.2535725
 9610000, 361.57813,-6.0382825, -7.115969, 1.0776865,-7.7497775,0.63380845, 7942.4127,0.17002277, 1.2590633
 9620000, 367.44239,-6.0248649,-7.1200299,  1.095165,-7.7513497,0.63131981, 7943.2048,0.21490012, 1.2589377
 9630000, 363.27016,-5.9979022,-7.0806318, 1.0827296,-7.7250366,0.64440473,  7994.306,0.12068131, 1.2508903
 9640000, 363.08356, -6.013282,-7.0954555, 1.0821735,-7.7506445,0.65518903, 7958.4859,0.12157995, 1.2565204
 9650000, 363.85508,-6.0569396,-7.1414126,  1.084473,-7.7729853,0.63157271, 7951.6329,0.11652582, 1.2576033
 9660000, 365.58739,-6.0330682,-7.1227044, 1.0896362,-7.7451913,0.62248693, 7967.4045,0.11659423, 1.2551139
 9670000, 364.29246,-6.0216936,-7.1074702, 1.0857766,-7.7449332,0.63746294, 7985.1942  0.049498331, 1.2523177
 9680000, 364.58054, -6.044711,-7.1313462, 1.0866352,-7.7593923,0.62804608, 7999.2876  0.014749764, 1.2501113
 9690000,  365.3109,-6.0160565,-7.1048686, 1.0888121,-7.7349141,0.63004556,  8014.843 -0.0065312601, 1.2476851
 9700000, 355.64349,-6.0736552,-7.1336535, 1.0599983,-7.7587289,0.62507542, 7967.3322,0.12006489, 1.2551253
 9710000, 357.68496, -6.061669,-7.1277519, 1.0660829,-7.7647096,0.63695778, 7932.9208  0.099488401, 1.2605697
 9720000, 358.22846,-6.0487728,-7.1164756, 1.0677028,-7.7577791,0.64130353, 7948.8921,0.11083285,  1.258037
 9730000, 365.27624,-6.0350682, -7.123777, 1.0887088,-7.7664174,0.64264041, 7945.6681  0.041358441, 1.2585474
 9740000, 351.68223,-6.0682032, -7.116395, 1.0481917,-7.7601778, 0.6437828, 7945.8247,0.11170882, 1.2585226
 9750000, 356.11496,-6.0889685, -7.150372, 1.0614035,-7.7820923,0.63172031, 7929.4985,0.18613935, 1.2611138
 9760000, 358.24645,-6.0925554,-7.1603118, 1.0677564,-7.7819813,0.62166941, 7929.5779 0.0047287331, 1.2611012
 9770000, 356.20554,-6.0532698,-7.1149433, 1.0616735,-7.7473722,0.63242883, 7937.4073  0.097280207, 1.2598572
 9780000, 354.00959,-6.0666545, -7.121783, 1.0551284,-7.7607557, 0.6389727,  7973.898  0.021230288, 1.2540918
 9790000,  359.4993,-6.0594307,-7.1309213, 1.0714906,-7.7543023,0.62338099, 7891.3828,0.23803491,  1.267205
 9800000, 355.42667, -6.109576, -7.168928,  1.059352,-7.7946944,0.62576632, 7935.6028  0.047784679, 1.2601437
 9810000, 355.39953,-6.0782889,-7.1375601, 1.0592712,-7.7478914,0.61033133, 7964.5685  0.087601219, 1.2555608
 9820000, 353.46486,-6.0601552,-7.1136601, 1.0535049,-7.7678703,0.65421023, 7942.1714  0.022070249, 1.2591015
 9830000, 356.16867,-6.0947388,-7.1563024, 1.0615636,-7.7719415,0.61563907, 7971.1575 -0.0073818119,  1.254523
 9840000, 362.95806,-6.0746381,-7.1564376, 1.0817994,-7.7759381,0.61950058, 7933.2868  0.081142405, 1.2605116
 9850000, 351.69681, -6.096661,-7.1448962, 1.0482352,-7.7678136, 0.6229174, 7938.4764,0.12656789, 1.2596876
 9860000, 349.49146,-6.0989131,-7.1405752, 1.0416621,-7.7592308,0.61865565, 7986.9408  0.030247152, 1.2520438
 9870000, 355.21997,-6.0991906,-7.1579266,  1.058736,-7.7796796,0.62175303, 7948.2809,0.15199227, 1.2581337
 9880000, 353.53957,-6.1005681,-7.1542957, 1.0537275,-7.7731138,0.61881817, 7986.1744,0.10167928,  1.252164
 9890000, 355.40033,-6.0812776,-7.1405511, 1.0592736,-7.7727833,0.63223221, 7945.9855,0.14500924, 1.2584971
 9900000, 353.62421,-6.0948086,-7.1487884, 1.0539798,-7.7780617,0.62927323, 7957.1507,0.10110987, 1.2567313
 9910000, 356.81902,-6.0897556,-7.1532575,  1.063502,-7.7647809, 0.6115234, 7959.6612,0.10813858, 1.2563349
 9920000, 355.39411,-6.0886042,-7.1478592,  1.059255,-7.7784442,  0.630585, 7947.1314,0.13347874, 1.2583157
 9930000, 353.88661,-6.0862586,-7.1410205, 1.0547619,-7.7752158,0.63419537, 7964.3864  0.062995148, 1.2555895
 9940000, 358.32701,-6.0824738,-7.1504703, 1.0679965,-7.7866176,0.63614733, 7956.9615 -0.013656466, 1.2567611
 9950000, 348.42896,-6.0991771,-7.1376724, 1.0384953,-7.7623624,0.62468993, 7974.9708 -0.018875714, 1.2539231
 9960000, 355.30703,-6.1023989,-7.1613944, 1.0589955,-7.7926825,0.63128808, 7972.4908 -0.023194021, 1.2543131
 9970000, 356.28341,-6.1020808,-7.1639864, 1.0619056,-7.7896145,0.62562814, 7932.5861,0.13850277, 1.2606229
 9980000,  355.3688,-6.1059137,-7.1650933, 1.0591796,-7.7846001,0.61950678, 7929.7074,0.14381173, 1.2610806
 9990000, 345.22095,-6.1469181,-7.1758519, 1.0289338,-7.7952381,0.61938623, 7943.1361,0.12303397, 1.2589486
10000000, 353.06484,-6.1108005,-7.1631131, 1.0523126, -7.797992,0.63487882, 7924.0247  0.059612003,  1.261985
10010000, 349.47237,-6.1293762,-7.1709814, 1.0416052,-7.7896014,0.61862004, 7930.3581, 0.1501586, 1.2609771
10020000, 353.89635, -6.094754, -7.149545, 1.0547909,-7.7752728,0.62572781, 7936.3764  0.078954435, 1.2600209
10030000, 351.05397,-6.1228005,-7.1691197, 1.0463192,-7.7972067,0.62808703, 7963.4528,0.11058619, 1.2557367
10040000, 347.03565,-6.1357791,-7.1701216, 1.0343426,-7.7943242,0.62420259, 7943.9351,0.11863239,  1.258822
10050000, 348.80057, -6.130923,-7.1705259, 1.0396029,-7.7897695,0.61924361, 7934.0831,0.12410843, 1.2603851
10060000, 348.40404,-6.1347479, -7.173169,  1.038421,-7.7858968,0.61272779, 7938.6719,0.10638671, 1.2596565
10070000, 351.07255,-6.1317994, -7.178174, 1.0463746,-7.7924094,0.61423543, 7940.8196  0.045148037, 1.2593158
10080000, 354.72494, -6.108558,-7.1658186, 1.0572605,-7.7963563,0.63053772, 7923.6735,0.18433851, 1.2620409
10090000, 346.70259,-6.1173564,-7.1507063, 1.0333499,-7.7784068,0.62770049, 7944.5864  0.093509307, 1.2587188
10100000, 348.98989,-6.1231687,-7.1633359, 1.0401672,-7.7839991, 0.6206632,  7937.136  0.097941927, 1.2599003
10110000,  349.1026,-6.1491069,  -7.18961, 1.0405031,-7.8184402,0.62883014, 7889.8008,0.12743267, 1.2674591
10120000, 347.24893,-6.1464864,-7.1814646, 1.0349782,-7.7900432,0.60857865,  7933.656  0.095641891, 1.2604529
10130000, 352.98402,-6.1245911,-7.1766629, 1.0520717,-7.7995231,0.62286024, 7945.7955  0.020682591, 1.2585272
10140000, 344.94936,-6.1568326, -7.184957, 1.0281243,-7.8019412,0.61698418, 7913.1972,0.12474522, 1.2637117
10150000,  352.1735,-6.1500906,-7.1997466,  1.049656,-7.8093003,0.60955375, 7937.0147  0.086182508, 1.2599196
10160000, 345.00004,-6.1590155,-7.1872909, 1.0282754,-7.8091367,0.62184577, 7946.5786  0.073054454, 1.2584032
10170000, 346.59638,-6.1527861,-7.1858194, 1.0330333,-7.7946339,0.60881448, 7955.5791  0.067466426, 1.2569795
10180000, 345.89996,-6.1673135,-7.1982711, 1.0309576,-7.8040251,0.60575399, 7959.7893  0.023860606, 1.2563147
10190000, 347.21449,-6.1488681,-7.1837436, 1.0348756,-7.7888799,0.60513626, 7943.9768  0.084755855, 1.2588154
10200000, 349.05728, -6.150974, -7.191342,  1.040368,-7.8123667,0.62102471, 7900.7206,0.13524672, 1.2657073
10210000, 347.65718,-6.1429593,-7.1791543,  1.036195,-7.7893501,0.61019577, 7935.6655  0.056626702, 1.2601338
10220000, 351.00378,-6.1445357,-7.1907053, 1.0461696,-7.8015553,0.61084997,  7931.315  0.082728205,  1.260825
10230000, 342.72227,-6.1592799,-7.1807664, 1.0214865,-7.8052675,0.62450119, 7918.2931,0.03319699, 1.2628984
10240000, 345.08831,-6.1596925, -7.188231, 1.0285385,-7.8072796,0.61904856, 7941.3098 -0.0017338735, 1.2592381
10250000,  345.7335,-6.1753496,-7.2058111, 1.0304615,-7.8166802,0.61086909, 7949.9776 -0.019581617, 1.2578652
10260000, 345.86646,-6.1618054,-7.1926632, 1.0308578,-7.8075793,0.61491606, 7915.3339,0.12816526, 1.2633706
10270000, 351.25747,-6.1649166,-7.2118423, 1.0469257,-7.8150658,0.60322346, 7913.6788,0.17632285, 1.2636348
10280000, 344.13813,-6.1764309,-7.2021374, 1.0257065,-7.8010237,0.59888628, 7943.0491  0.071535672, 1.2589624
10290000, 341.86382,-6.2006597,-7.2195876, 1.0189279,-7.8153989,0.59581139, 7938.2643  0.033269561, 1.2597212
10300000, 341.57929,-6.1864811, -7.204561, 1.0180798,-7.8122796,0.60771867, 7932.8077  0.084482022, 1.2605877
10310000, 343.08286,-6.1857403,-7.2083015, 1.0225612,-7.8213107,0.61300924, 7945.5971  0.020506046, 1.2585587
10320000, 341.11721,-6.1934918,-7.2101944, 1.0167026, -7.811618,0.60142363,  7932.213  0.069152708, 1.2606822
10330000,  339.1073,-6.2117833,-7.2224954, 1.0107121,-7.8165709,0.59407546, 7917.3333,0.17285356, 1.2630515
10340000, 348.09849,-6.1816942,-7.2192045, 1.0375104,-7.8290613,0.60985678, 7935.1662 -0.0026349144,  1.260213
10350000, 346.86428,-6.1794259,-7.2132577, 1.0338318,-7.8071114,0.59385367, 7918.7547,0.12889911, 1.2628248
10360000, 340.58699,-6.1954367,-7.2105589, 1.0151223,-7.8158064,0.60524743, 7907.3631,0.10390207, 1.2646441
10370000, 347.01421,-6.1882413,-7.2225199, 1.0342787,-7.8232508,0.60073081, 7920.5374,0.11085349, 1.2625406
10380000, 337.19242, -6.216401,-7.2214057, 1.0050047,-7.8227342,0.60132846, 7909.7075, 0.1273, 1.2642693
10390000, 343.43104,-6.2107438,-7.2343428,  1.023599, -7.831731, 0.5973882, 7904.2783  0.094695922, 1.2651376
10400000, 340.35124,-6.1919864, -7.206406, 1.0144196,-7.8257141,0.61930802, 7906.4596  0.050464125, 1.2647886
10410000, 341.11051,-6.1956308,-7.2123134, 1.0166826,-7.8203585,0.60804508, 7917.5512,0.11475211, 1.2630168
10420000, 344.09944,-6.2016292,-7.2272203, 1.0255912,-7.8266998,0.59947943, 7910.7223,0.15042138, 1.2641071
10430000, 337.88032,-6.2132707,-7.2203257,  1.007055,-7.8222781,0.60195237, 7939.7038  0.084964105, 1.2594928
10440000, 336.38552,-6.2122995,-7.2148992, 1.0025998,-7.8242719,0.60937271, 7947.3489  0.029892557, 1.2582812
10450000, 345.46104,-6.1918715, -7.221521, 1.0296494, -7.819582,0.59806108, 7920.6074,0.10519242, 1.2625294
10460000, 335.67753,-6.2264614, -7.226951, 1.0004896,-7.8423267,0.61537565, 7902.8849, 0.1571513, 1.2653607
10470000, 342.62916,-6.1850241, -7.206233,  1.021209, -7.824266,0.61803299, 7929.9522  0.017892888, 1.2610416
10480000, 343.09769,-6.1899521,-7.2125576, 1.0226054,-7.8304274,0.61786989, 7927.6478 -0.0038809968, 1.2614082
10490000,  336.1299,-6.2236972,-7.2255351, 1.0018379,-7.8147109,0.58917584, 7950.8752  0.078639111, 1.2577232
10500000, 341.61503, -6.230709,-7.2488954, 1.0181863,-7.8452069, 0.5963115, 7900.5851,0.12580542,  1.265729
10510000, 340.41315,-6.2060247,-7.2206289, 1.0146041, -7.821614,0.60098509, 7954.0074 -0.0048731535, 1.2572279
10520000, 335.07014,-6.2281261,-7.2268053,0.99867926,-7.8416504,0.61484507, 7896.3218,0.20084401, 1.2664124
10530000, 337.92737,-6.2248777,-7.2320729, 1.0071953,-7.8310024,0.59892948, 7921.5947,0.11706691, 1.2623721
10540000, 335.73967,-6.2268492, -7.227524, 1.0006748,-7.8261403,0.59861627, 7935.1124  0.067971523, 1.2602216
10550000, 337.43089,-6.2220114,-7.2277269, 1.0057155,-7.8251233,0.59739647, 7932.3481, 0.1330748, 1.2606608
10560000, 332.20567,-6.2553993, -7.245541,0.99014169, -7.839227,0.59368601, 7887.1714,0.15372139, 1.2678817
10570000, 332.56776, -6.251992,-7.2432129,0.99122088,-7.8306227,0.58740979, 7904.4733  0.045090658, 1.2651064
10580000, 337.52828,-6.2322838,-7.2382896, 1.0060058,-7.8380516,0.59976203, 7915.3702  0.066033048, 1.2633648
10590000, 340.73147, -6.242112,-7.2576649, 1.0155529,-7.8416655,0.58400061, 7888.1052,0.21998925, 1.2677316
10600000, 338.66172, -6.227297, -7.236681,  1.009384, -7.832152,0.59547103, 7930.9889  0.062769043, 1.2608768
10610000,  335.0569,-6.2544432, -7.253083,0.99863978,-7.8508388,0.59775586,  7884.487,0.08525391, 1.2683133
10620000, 331.88047,-6.2682122,-7.2573846,0.98917241,-7.8537696,0.59638502,  7870.573,0.22967262, 1.2705555
10630000, 334.99241,-6.2391405,-7.2375881,0.99844759,-7.8478192,0.61023105, 7899.7521  0.097924046, 1.2658625
10640000, 338.08563, -6.230467, -7.238134, 1.0076669,-7.8410289,0.60289494, 7898.0705  0.012163881,  1.266132
10650000, 334.71869,-6.2453859,-7.2430177,0.99763175,-7.8273796,0.58436192, 7913.6383, 0.1220037, 1.2636413
10660000, 329.59875,-6.2750253,-7.2573971,0.98237175,-7.8598946,0.60249756, 7897.0085  0.082817046, 1.2663023
10670000, 336.03372,-6.2355088,  -7.23706, 1.0015512,-7.8350642, 0.5980042, 7904.8725,0.09337548, 1.2650425
10680000, 337.24606,-6.2537317,-7.2588963, 1.0051646,-7.8344239,0.57552753,  7887.321,0.12445714, 1.2678576
10690000, 338.92978,-6.2536551, -7.263838, 1.0101829,-7.8696133,0.60577532, 7892.4508  0.073178946, 1.2670336
10700000, 336.89997,-6.2540039,-7.2581369, 1.0041331,-7.8534795,0.59534258,7894.89,0.11404257, 1.2666421
10710000, 335.62855,-6.2602024,-7.2605461, 1.0003436,-7.8602227,0.59967663, 7895.2764, 0.1193972, 1.2665801
10720000, 335.08014,-6.2650084,-7.2637174,0.99870907,-7.8540792,0.59036179, 7920.3868  0.079112089, 1.2625646
10730000, 329.10169,-6.2591427,-7.2400329,0.98089024,-7.8462884,0.60625548,  7903.735  0.068623057, 1.2652246
10740000, 333.32516,-6.2657602,-7.2592385,0.99347834,-7.8406717,0.58143321, 7902.5293,0.12120348, 1.2654176
10750000,  330.5208,-6.2748487,-7.2599686,0.98511992,-7.8535784,0.59360974, 7924.9238  0.033267806, 1.2618418
10760000, 338.44508,-6.2540201,-7.2627584, 1.0087383,-7.8580158,0.59525737, 7916.6577  0.047059095, 1.2631593
10770000, 331.59538,-6.2722908,-7.2606135, 0.9883227,-7.8489431,0.58832958, 7924.5946, 0.1552137, 1.2618942
10780000,331.402,-6.2668296,-7.2545759,0.98774633,-7.8444918,0.58991589, 7947.7134 -0.023182369, 1.2582235
10790000, 333.89547,-6.2705704,-7.2657485,0.99517816,-7.8537368,0.58798827, 7901.0521, 0.1123143, 1.2656542
10800000, 331.25049,-6.2765184,-7.2638131,0.98729475,-7.8527879,0.58897479,  7923.519 0.0074733182, 1.2620655
10810000, 331.11264,-6.2971955,-7.2840794,0.98688389,-7.8488901,0.56481064, 7935.5713,0.13201895, 1.2601487
10820000, 333.66133,-6.2686303,-7.2631105,0.99448028,-7.8683833,0.60527277, 7894.8331  0.061207636, 1.2666512
10830000, 331.35547,-6.2855907,-7.2731984,0.98760764, -7.862568,0.58936959, 7876.6465  0.061838309, 1.2695758
10840000, 330.75081,-6.2674487,-7.2532541,0.98580546,-7.8328236,0.57956947, 7886.9808,0.16001568, 1.2679123
10850000, 331.25151,-6.2896637,-7.2769615,0.98729779,-7.8639104,0.58694892, 7888.9134,0.15993989, 1.2676017
10860000, 328.02261, -6.295135, -7.272809,0.97767402, -7.867787,0.59497801, 7866.1599,0.17335817, 1.2712683
10870000, 333.31571,-6.2696075,-7.2630576,0.99345015,-7.8515243,0.58846663, 7924.2432,0.11142951, 1.2619502
10880000, 327.99323,-6.2899028,-7.2674893,0.97758647,-7.8510145,0.58352514, 7909.7703  0.030548488, 1.2642592
10890000, 330.90562,-6.2908649,-7.2771318,0.98626688,-7.8590152,0.58188345,  7906.252,0.16241475, 1.2648218
10900000, 329.99858,-6.3043405,-7.2879039,0.98356344,-7.8771919,0.58928792, 7885.4166,0.12252364, 1.2681638
10910000, 322.96166,-6.3347066,-7.2972965,0.96258983,-7.8728265,0.57553004, 7901.5077  0.073966359, 1.2655813
10920000,  324.7278,-6.3336293,-7.3014832,0.96785383,-7.8903573,0.58887412, 7881.9553  0.045257186, 1.2687207
10930000, 330.46698,-6.2964213,-7.2813808, 0.9849595,-7.8649629,0.58358207,  7881.656,0.13149343, 1.2687689
10940000, 326.75942,-6.3125485,-7.2864576, 0.9739091, -7.866983,0.58052537,  7889.026  0.073979286, 1.2675836
10950000, 326.98562,-6.3311097, -7.305693,0.97458327,-7.8868652,0.58117219, 7904.4588  -0.03837787, 1.2651087
10960000, 329.12342,-6.3051755,-7.2861305,0.98095502,-7.8644869,0.57835645, 7854.1304,0.21064235, 1.2732154
10970000, 332.38846,-6.3234044,-7.3140909,0.99068647,-7.8931043, 0.5790134, 7870.2003,0.12046513, 1.2706157
10980000, 330.71966,-6.3135634, -7.299276,0.98571262,-7.8825456, 0.5832696, 7912.3721  0.048841833, 1.2638435
10990000, 330.96178,-6.2982311,-7.2846654,0.98643425,-7.8651238,0.58045841, 7919.8192, 0.1035504, 1.2626551
11000000, 324.39725,-6.3340756,-7.3009442,0.96686861,-7.8803745, 0.5794303, 7875.0563 0.0083140688, 1.2698322
11010000, 329.37655,-6.3135564,-7.2952659,0.98170945,-7.8793454, 0.5840795, 7874.9937  0.081829901, 1.2698423
11020000, 327.79755,-6.3254408, -7.302444,0.97700324,-7.8713748,0.56893076, 7913.2709,0.07165987, 1.2636999
11030000, 324.03233,-6.3373094,-7.3030903,0.96578099,-7.8909583,0.58786801, 7911.5345 0.0020591635, 1.2639773
11040000, 326.92911,-6.3311387,-7.3055535,0.97441486, -7.887501,0.58194742, 7850.0637,0.20820658,  1.273875
11050000, 322.84674,-6.3664966,-7.3287439,0.96224732,-7.9042937,0.57554983, 7896.9819  0.064132286, 1.2663066
11060000, 324.43261,-6.3440185,-7.3109925,  0.966974,  -7.88521,0.57421752, 7876.9238,0.17014473, 1.2695311
11070000,  330.1197,-6.3203642,-7.3042886,0.98392443, -7.888245,0.58395633, 7878.8329,0.13191593, 1.2692235
11080000, 328.73476,-6.3078921,-7.2876887, 0.9797966,-7.8797403,0.59205162, 7886.0857  0.085650285, 1.2680562
11090000, 323.89934,-6.3265093,-7.2918939,0.96538461, -7.872677,0.58078313, 7912.3245  0.047001295, 1.2638511
11100000, 321.58708,-6.3442478,-7.3027407,0.95849289,-7.8730328,0.57029214, 7919.8151  0.021385344, 1.2626557
11110000, 326.44895,-6.3551589,-7.3281426,0.97298372,-7.9021464,0.57400381, 7920.0596  0.037319611, 1.2626168
11120000, 326.63628,-6.3550397,-7.3285818,0.97354207,-7.9017746,0.57319283, 7878.9932  0.043446755, 1.2691977
11130000, 320.65533,-6.3459825,-7.3016983, 0.9557158,-7.8774518,0.57575357, 7894.5088  0.097047583, 1.2667033
11140000, 317.68987,-6.3717595,-7.3186367,0.94687722,-7.9000442,0.58140749, 7891.8442  0.003132463, 1.2671309
11150000, 318.98385,-6.3735313,-7.3242652,0.95073394,-7.9000972,0.57583193, 7890.5563  0.097027387, 1.2673378
11160000, 318.78083,-6.3721785,-7.3223074,0.95012883,-7.8964028,0.57409545, 7888.7428  0.031768959, 1.2676291
11170000, 320.28472,-6.3728819,-7.3274931, 0.9546112,-7.8784473,0.55095428, 7897.2641,0.12047183, 1.2662613
11180000, 324.20582,-6.3418332,-7.3081312,0.96629807, -7.872993,0.56486172, 7880.4101,0.13476554, 1.2689695
11190000, 321.92575,-6.3514684,-7.3109706,0.95950229,-7.8753776,  0.564407, 7899.4115,0.15572206, 1.2659171
11200000, 322.20503,-6.3546755,-7.3150102, 0.9603347,-7.8934317,0.57842156, 7873.4328 -0.0003417015,  1.270094
11210000, 318.15033,-6.3749805,-7.3232301,0.94824962,-7.9107957,0.58756561, 7868.8253,0.07110858, 1.2708377
11220000, 321.25832,-6.3603127,-7.3178257,0.95751303,-7.8833741,0.56554843, 7881.4496  0.057270963, 1.2688021
11230000,  324.5862,-6.3562749,-7.3237067, 0.9674318,-7.9035414,0.57983472, 7836.1123,0.20260699,  1.276143
11240000, 317.49435,-6.3905963,-7.3368908,0.94629447,-7.9010566,0.56416584,  7867.933,0.14036531, 1.2709819
11250000, 322.62519,-6.3787884,-7.3403753,0.96158699,-7.8968957,0.55652032, 7900.0415  0.051571839, 1.2658161
11260000, 321.93544,-6.3928893,-7.3524205,0.95953116,-7.9246171, 0.5721967,  7871.723  0.081923445, 1.2703699
11270000, 323.08391,-6.3755224,-7.3384766,0.96295421,-7.9016127,0.56313612, 7885.6461  0.099579173, 1.2681269
11280000, 318.07109,-6.4102981,-7.3583116,0.94801345,-7.9145442,0.55623264, 7877.4006,0.14395429, 1.2694543
11290000, 315.88236,-6.3930282,-7.3345181,0.94148994,-7.8939132,0.55939509, 7878.2346,0.14687101, 1.2693199
11300000, 321.11495,-6.3947487,-7.3518344,0.95708571,-7.9220945,0.57026005, 7866.4934,0.11796338, 1.2712144
11310000, 318.70911,-6.3909321,-7.3408472,0.94991507,-7.9036836,0.56283639, 7861.3657  0.098660227, 1.2720436
11320000, 320.25334,-6.3945798,-7.3490975,0.95451766,-7.9097172,0.56061977, 7841.8952,0.15719592, 1.2752019
11330000, 315.84742,-6.3893358,-7.3307216, 0.9413858,-7.8796594,0.54893779, 7905.8297  0.086045039, 1.2648894
11340000, 318.30802, -6.398605,-7.3473246,0.94871961,-7.9060448,0.55872018,  7874.605,0.13896739,  1.269905
11350000, 318.30045,-6.3900165,-7.3387136,0.94869705,-7.8951119,0.55639831, 7861.6701,0.15790611, 1.2719944
11360000, 318.07778,-6.3727485,-7.3207818,0.94803339,-7.8897473,0.56896547, 7877.2424 0.0051584438, 1.2694798
11370000,  319.0002,-6.3881526,-7.3389353,0.95078266,-7.9014063,0.56247104, 7881.8854 -0.0055926242,  1.268732
11380000, 316.07658,-6.4110631,-7.3531319, 0.9420688,-7.9139651,0.56083316, 7871.7554 0.00068521643, 1.2703647
11390000, 319.55613,-6.3767004,-7.3291401,0.95243961,-7.9130991,0.58395903, 7839.3785  0.085242165, 1.2756113
11400000,  313.2979,-6.4129178,-7.3467047,0.93378691,-7.9111312,0.56442653, 7863.9341, 0.1323927, 1.2716282
11410000, 314.52533,-6.3904379,-7.3278832, 0.9374453,-7.8971587,0.56927546, 7861.6793  0.052898153, 1.2719929
11420000,  317.4159,-6.4007928,-7.3468535,0.94606065,-7.9117979, 0.5649444, 7835.8412,0.25312523, 1.2761872
11430000, 320.91485,-6.3878059,-7.3442952, 0.9564893,-7.9250373,0.58074214, 7842.7232  0.074631796, 1.2750673
11440000, 318.38386,-6.4130258,-7.3619714,0.94894567, -7.922778,0.56080652, 7827.2625,0.15017704, 1.2775859
11450000, 315.65371,-6.4092944,-7.3501028,0.94080842,-7.9082473,0.55814453, 7840.1945,0.11935177, 1.2754786
11460000, 314.70163,-6.4271326,-7.3651033,0.93797075, -7.922215,0.55711167, 7844.5065,0.14021654, 1.2747775
11470000, 318.83876,-6.4111256,-7.3614271,0.95030151,-7.9155897,0.55416265, 7829.1595,0.22805617, 1.2772763
11480000, 313.67969,-6.4210074,-7.3559323,0.93492485,-7.9133498,0.55741748, 7863.4958  0.096019631,  1.271699
11490000, 316.88705, -6.427845,-7.3723294, 0.9444844,-7.9426233,0.57029388, 7794.4704, 0.2575498, 1.2829608
11500000, 313.80622,-6.4380301, -7.373332,0.93530196,-7.9375074,0.56417531, 7838.0501,0.14575688, 1.2758275
11510000, 318.73385, -6.399322,-7.3493108, 0.9499888,-7.9109412,0.56163038, 7871.8556  0.092521738, 1.2703485
11520000, 316.99746,-6.4325077,-7.3773211,0.94481348,-7.9278149,0.55049373, 7886.7241  0.050924067, 1.2679536
11530000, 315.12977, -6.421661,-7.3609078,0.93924682,-7.9249894, 0.5640816, 7843.3925,0.18465191, 1.2749585
11540000,317.488,-6.3988581,-7.3451337,0.94627556,-7.9071415,0.56200788, 7839.4661,  0.137819, 1.2755971
11550000, 314.56221,-6.4348324,-7.3723876,0.93755521,-7.9286283,0.55624071, 7857.6558,0.11154619, 1.2726442
11560000, 314.61831,-6.4307895,-7.3685119,0.93772241,-7.9213598,0.55284795, 7832.0863,0.21483885,  1.276799
11570000, 312.08132,  -6.43322,-7.3633809,0.93016088,-7.9205105,0.55712964, 7870.8179,0.11346424,  1.270516
11580000, 311.70112,-6.4248278,-7.3538555,0.92902771,-7.9183216,0.56446609, 7848.8482  0.059567792, 1.2740723
11590000, 309.83888,-6.4455734,-7.3690506,0.92347727, -7.916963,0.54791236, 7868.0114  0.094024702, 1.2709692
11600000, 309.14675,-6.4439397,-7.3653541,0.92141439,-7.9257804,0.56042629, 7891.3408  0.080552989, 1.2672118
11610000, 311.89875,-6.4435803, -7.373197,0.92961674,-7.9319191,0.55872208, 7847.0078,0.12705479, 1.2743711
11620000, 313.63111,-6.4494747,-7.3842547,0.93478004,-7.9223434,0.53808867, 7857.6519,0.11696891, 1.2726448
11630000, 311.37606,-6.4444216,-7.3724805,0.92805886,-7.9343801,0.56189958,  7868.749, 0.1131108,1.27085
11640000,  310.8151,-6.4613642,-7.3877511,0.92638691,-7.9458825,0.55813143, 7851.2178  0.082780957, 1.2736878
11650000, 309.66081,-6.4667746,-7.3897211,0.92294655,-7.9396304,0.54990934, 7863.4418,0.14263288, 1.2717078
11660000, 309.11038,-6.4649744,-7.3862804,0.92130598,-7.9383527,0.55207229, 7865.3817, 0.0071452, 1.2713941
11670000, 313.31364,-6.4636928,-7.3975267,0.93383383,-7.9486974,0.55117072, 7881.1686 0.0008422924, 1.2688474
11680000, 313.17731,-6.4361482,-7.3695757,0.93342751, -7.928783, 0.5592073, 7845.1698  0.078852609, 1.2746697
11690000,  309.2721,-6.4531291,-7.3749171,  0.921788, -7.926239, 0.5513219,7851.31,0.11167137, 1.2736728
11700000, 310.93632,-6.4745214,-7.4012696,0.92674821,-7.9498072,0.54853755, 7877.0263  0.027317606, 1.2695146
11710000, 306.59987,-6.4778553,-7.3916787, 0.9138234,-7.9318427,0.54016403, 7876.3734  0.098137607, 1.2696198
11720000, 306.72399,-6.4605465,-7.3747398,0.91419334,-7.9374782, 0.5627384, 7862.4806  0.067735881, 1.2718632
11730000, 306.36445,-6.4809962,-7.3941179,0.91312172,-7.9243326,0.53021463, 7859.3175,0.15865553, 1.2723751
11740000, 311.44635,-6.4761498,-7.4044182,0.92826837,-7.9485614,0.54414322,  7855.433  0.086214941, 1.2730043
